Name,ADDR,CITY,State,ZIP,County,lat,long,location,,,,,,,,
Grays Harbor College,1620 Edward P Smith Drive,Aberdeen,WA,98520-7599,Grays Harbor County,46.953411,-123.802931,"Aberdeen, WA",,,,,,,,
Green River College,12401 SE 320th St,Auburn,WA,98092-3622,King County,47.312277,-122.178175,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Toni & Guy Hairdressing Academy-Shoreline,18336 Aurora Ave. North Suite 103,Shoreline,WA,98133,King County,47.762427,-122.345883,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Heritage University,3240 Fort Rd,Toppenish,WA,98948,Yakima County,46.374571,-120.395287,"Yakima, WA",,,,,,,,
Highline College,2400 S 240th St,Des Moines,WA,98198-9800,King County,47.388331,-122.302593,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Interface College-Spokane,S 178 Stevens,Spokane,WA,99201,Spokane County,47.66791,-117.417046,"Spokane-Spokane Valley, WA",,,,,,,,
International Air and Hospitality Academy,2901 E Mill Plain Blvd,Vancouver,WA,98661,Clark County,45.628183,-122.640487,"Portland-Vancouver-Hillsboro, OR-WA",,,,,,,,
ITT Technical Institute-Seattle,12720 Gateway Dr Ste 100,Seattle,WA,98168-2610,King County,47.488594,-122.275242,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
ITT Technical Institute-Spokane Valley,13518 E Indiana Avenue,Spokane Valley,WA,99216-1589,Spokane County,47.675302,-117.222213,"Spokane-Spokane Valley, WA",,,,,,,,
Bastyr University,14500 Juanita Drive NE,Kenmore,WA,98028-4966,King County,47.729935,-122.251708,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Gene Juarez Academy of Beauty-Mountlake Terrace,6007- A 244th Street SW,Mountlake Terrace,WA,98043,Snohomish County,47.778682,-122.313331,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Bates Technical College,1101 S Yakima Ave,Tacoma,WA,98405,Pierce County,47.251531,-122.446412,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Lake Washington Institute of Technology,11605 132nd Ave NE,Kirkland,WA,98034-8506,King County,47.705077,-122.167131,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Lower Columbia College,1600 Maple Street,Longview,WA,98632-0310,Cowlitz County,46.1428,-122.937653,"Longview, WA",,,,,,,,
Trinity Lutheran College,2802 Wetmore Ave.,Everett,WA,98201,Snohomish County,47.980328,-122.207663,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
BJ's Beauty & Barber College,435 E Main St,Auburn,WA,98002-5504,King County,47.308073,-122.223312,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
BJ's Beauty & Barber College,5239 S Tacoma Way,Tacoma,WA,98409,Pierce County,47.209361,-122.483623,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Northwest Hair Academy,615 S First St,Mount Vernon,WA,98273,Skagit County,48.418546,-122.338548,"Mount Vernon-Anacortes, WA",,,,,,,,
North Seattle College,9600 College Way North,Seattle,WA,98103-3599,King County,47.69976,-122.33495,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Northwest University,5520 108th Ave NE,Kirkland,WA,98083-0579,King County,47.657743,-122.191505,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Olympic College,1600 Chester Ave,Bremerton,WA,98337-1699,Kitsap County,47.575093,-122.635751,"Bremerton-Silverdale, WA",,,,,,,,
Perry Technical Institute,2011 W Washington Ave.,Yakima,WA,98903-1296,Yakima County,46.571492,-120.537976,"Yakima, WA",,,,,,,,
Pacific Lutheran University,1010 122nd St So,Tacoma,WA,98447-0003,Pierce County,47.145494,-122.445372,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Peninsula College,1502 E Lauridsen Blvd,Port Angeles,WA,98362,Clallam County,48.100618,-123.41248,"Port Angeles, WA",,,,,,,,
University of Puget Sound,1500 N. Warner Street,Tacoma,WA,98416,Pierce County,47.263651,-122.479714,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Renton Technical College,3000 NE Fourth St,Renton,WA,98056-4123,King County,47.488606,-122.178944,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Saint Martin's University,5000 Abbey Way SE,Lacey,WA,98503-7500,Thurston County,47.043316,-122.816948,"Olympia-Tumwater, WA",,,,,,,,
South Seattle College,6000 16th Ave SW,Seattle,WA,98106-1499,King County,47.5475,-122.352672,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Seattle Central College,1701 Broadway Avenue,Seattle,WA,98122,King County,47.616675,-122.321472,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Everest College-Seattle,"2111 N. Northgate Way, Suite 300",Seattle,WA,98133,King County,47.708423,-122.333346,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Seattle Pacific University,3307 3rd Ave W,Seattle,WA,98119-1997,King County,47.649338,-122.362923,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Seattle University,900 Broadway,Seattle,WA,98122-4340,King County,47.610138,-122.3197,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Shoreline Community College,16101 Greenwood Ave N,Shoreline,WA,98133-5696,King County,47.748592,-122.358555,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Skagit Valley College,2405 E. College Way,Mount Vernon,WA,98273,Skagit County,48.437235,-122.310199,"Mount Vernon-Anacortes, WA",,,,,,,,
South Puget Sound Community College,2011 Mottman Rd SW,Olympia,WA,98512-6292,Thurston County,47.023472,-122.929405,"Olympia-Tumwater, WA",,,,,,,,
Spokane Community College,1810 North Greene Street,Spokane,WA,99217-5399,Spokane County,47.672571,-117.360957,"Spokane-Spokane Valley, WA",,,,,,,,
Spokane Falls Community College,3410 W Fort George Wright Dr,Spokane,WA,99224-5288,Spokane County,47.676741,-117.463538,"Spokane-Spokane Valley, WA",,,,,,,,
Stylemaster College of Hair Design,1224 Commerce Ave.,Longview,WA,98632-3027,Cowlitz County,46.135905,-122.934826,"Longview, WA",,,,,,,,
Tacoma Community College,6501 S 19th St,Tacoma,WA,98466-6100,Pierce County,47.246369,-122.521057,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Walla Walla Community College,500 Tausick Way,Walla Walla,WA,99362-9267,Walla Walla County,46.079851,-118.283725,"Walla Walla, WA",,,,,,,,
Walla Walla University,204 S College Ave,College Place,WA,99324-1198,Walla Walla County,46.047,-118.389771,"Walla Walla, WA",,,,,,,,
Washington State University,French Administration Building,Pullman,WA,99164-5910,Whitman County,46.730448,-117.158168,"Pullman, WA",,,,,,,,
University of Washington-Seattle Campus,1400 NE Campus Parkway,Seattle,WA,98195-4550,King County,47.656213,-122.313115,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Wenatchee Valley College,1300 Fifth St,Wenatchee,WA,98801-1799,Chelan County,47.430931,-120.334813,"Wenatchee, WA",,,,,,,,
Everest College-Vancouver,120 NE 136th Ave Ste 130,Vancouver,WA,98684-6950,Clark County,45.621523,-122.536462,"Portland-Vancouver-Hillsboro, OR-WA",,,,,,,,
Western Washington University,516 High Street,Bellingham,WA,98225-9008,Whatcom County,48.737236,-122.484873,"Bellingham, WA",,,,,,,,
Whatcom Community College,237 W Kellogg Rd,Bellingham,WA,98226,Whatcom County,48.795923,-122.495832,"Bellingham, WA",,,,,,,,
Whitman College,345 Boyer Ave,Walla Walla,WA,99362,Walla Walla County,46.07135,-118.33016,"Walla Walla, WA",,,,,,,,
Whitworth University,300 W Hawthorne Rd,Spokane,WA,99251,Spokane County,47.753699,-117.418078,"Spokane-Spokane Valley, WA",,,,,,,,
Yakima Valley Community College,South 16th Ave. & Nob Hill Blvd.,Yakima,WA,98907-2520,Yakima County,46.586098,-120.528525,"Yakima, WA",,,,,,,,
Alderson Broaddus University,101 College Hill Drive,Philippi,WV,26416-2035,Barbour County,39.158067,-80.047728,N,,,,,,,,
Appalachian Beauty School,609A Central Avenue,South Williamson,KY,41503,Pike County,37.672192,-82.295552,N,,,,,,,,
Appalachian Bible College,161 College Drive,Mount Hope,WV,25880,Raleigh County,37.853339,-81.20115,"Beckley, WV",,,,,,,,
B M Spurr School of Practical Nursing,800 Wheeling Ave,Glen Dale,WV,26038,Marshall County,39.946228,-80.753173,"Wheeling, WV-OH",,,,,,,,
Ben Franklin Career Center,500 28th St,Dunbar,WV,25064,Kanawha County,38.367234,-81.75353,"Charleston, WV",,,,,,,,
Bethany College,31 E Campus Dr,Bethany,WV,26032,Brooke County,40.20567,-80.560896,"Weirton-Steubenville, WV-OH",,,,,,,,
Bluefield State College,219 Rock St,Bluefield,WV,24701,Mercer County,37.26688,-81.235428,"Bluefield, WV-VA",,,,,,,,
Cabell County Career Technology Center,1035 Norway Ave,Huntington,WV,25705-2827,Cabell County,38.403244,-82.372418,"Huntington-Ashland, WV-KY-OH",,,,,,,,
Charleston School of Beauty Culture,210 Capitol St,Charleston,WV,25301,Kanawha County,38.350168,-81.634675,"Charleston, WV",,,,,,,,
University of Charleston,"2300 MacCorkle Avenue,  SE",Charleston,WV,25304,Kanawha County,38.332577,-81.618667,"Charleston, WV",,,,,,,,
Clarksburg Beauty Academy and School of Massage Therapy,120 S 3rd St,Clarksburg,WV,26301,Harrison County,39.279964,-80.338391,"Clarksburg, WV",,,,,,,,
Concord University,1000 Vermillion Street,Athens,WV,24712,Mercer County,37.423854,-81.005694,"Bluefield, WV-VA",,,,,,,,
Davis & Elkins College,100 Campus Dr,Elkins,WV,26241-3996,Randolph County,38.928693,-79.846391,"Elkins, WV",,,,,,,,
Fairmont State University,1201 Locust Ave,Fairmont,WV,26554-2470,Marion County,39.485925,-80.161844,"Fairmont, WV",,,,,,,,
Glenville State College,200 High Street,Glenville,WV,26351-1292,Gilmer County,38.935341,-80.833597,N,,,,,,,,
Huntington Junior College,900 Fifth Ave,Huntington,WV,25701,Cabell County,38.420142,-82.44306,"Huntington-Ashland, WV-KY-OH",,,,,,,,
James Rumsey Technical Institute,3274  Hedgesville Road,Martinsburg,WV,25403-0259,Berkeley County,39.5328,-77.978583,"Hagerstown-Martinsburg, MD-WV",,,,,,,,
Ralph R Willis Career and Technical Center,"144 Vocational Road, Three Mile Curve",Stollings,WV,25646,Logan County,37.827097,-81.942757,"Logan, WV",,,,,,,,
Marshall University,1 John Marshall Dr,Huntington,WV,25755,Cabell County,38.42261,-82.43065,"Huntington-Ashland, WV-KY-OH",,,,,,,,
Mercer County Technical Education Center,1397 Stafford Dr,Princeton,WV,24740,Mercer County,37.360024,-81.104647,"Bluefield, WV-VA",,,,,,,,
Meredith Manor International Equestrian Center,147 Saddle Lane,Waverly,WV,26184,Wood County,39.29966,-81.400296,"Parkersburg-Vienna, WV",,,,,,,,
Monongalia County Technical Education Center,1000 Mississippi Street,Morgantown,WV,26501,Monongalia County,39.611165,-79.957275,"Morgantown, WV",,,,,,,,
Morgantown Beauty College Inc,276 Walnut St,Morgantown,WV,26505-5430,Monongalia County,39.628855,-79.954318,"Morgantown, WV",,,,,,,,
Mountain State College,1508 Spring St,Parkersburg,WV,26101-3993,Wood County,39.273182,-81.548718,"Parkersburg-Vienna, WV",,,,,,,,
Everest Institute-Cross Lanes,5514 Big Tyler Rd,Cross Lanes,WV,25313,Kanawha County,38.422839,-81.789864,"Charleston, WV",,,,,,,,
Opportunities Industrialization Center,120 Jackson St,Fairmont,WV,26554,Marion County,39.485033,-80.144976,"Fairmont, WV",,,,,,,,
Ohio Valley University,#1 Campus View Drive,Vienna,WV,26105-8000,Wood County,39.31236,-81.5392,"Parkersburg-Vienna, WV",,,,,,,,
West Virginia University at Parkersburg,300 Campus Drive,Parkersburg,WV,26104,Wood County,39.216379,-81.506192,"Parkersburg-Vienna, WV",,,,,,,,
Potomac State College of West Virginia University,101 Fort Ave,Keyser,WV,26726,Mineral County,39.436935,-78.983175,"Cumberland, MD-WV",,,,,,,,
Academy of Careers and Technology,390 Stanaford Rd,Beckley,WV,25801,Raleigh County,37.799775,-81.168609,"Beckley, WV",,,,,,,,
Salem International University,223 W Main St,Salem,WV,26426,Harrison County,39.288632,-80.571767,"Clarksburg, WV",,,,,,,,
Shepherd University,301 North King St,Shepherdstown,WV,25443,Jefferson County,39.434319,-77.804844,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Southern West Virginia Community and Technical College,Dempsey Branch Road,Mount Gay,WV,25637,Logan County,37.851756,-82.023014,"Logan, WV",,,,,,,,
Fred W Eberle Technical Center,Rte 5 Box 2,Buckhannon,WV,26201,Upshur County,39.001908,-80.225278,N,,,,,,,,
West Virginia School of Osteopathic Medicine,400 N Lee St,Lewisburg,WV,24901,Greenbrier County,37.803879,-80.438644,N,,,,,,,,
West Virginia State University,Rte 25,Institute,WV,25112-1000,Kanawha County,38.379002,-81.76802,"Charleston, WV",,,,,,,,
West Virginia University Hospital Departments of Rad Tech and Nutrition,Medical Ctr Dr,Morgantown,WV,26506-8062,Monongalia County,39.650535,-79.964727,"Morgantown, WV",,,,,,,,
West Liberty University,208 University Drive,West Liberty,WV,26074,Ohio County,40.162473,-80.604054,"Wheeling, WV-OH",,,,,,,,
West Virginia University Institute of Technology,405 Fayette Pike,Montgomery,WV,25136,Fayette County,38.179427,-81.325199,"Beckley, WV",,,,,,,,
West Virginia Wesleyan College,59 College Ave,Buckhannon,WV,26201-2994,Upshur County,38.990476,-80.217094,N,,,,,,,,
West Virginia Business College-Wheeling,1052 Main St,Wheeling,WV,26003,Ohio County,40.063518,-80.7227,"Wheeling, WV-OH",,,,,,,,
West Virginia Junior College-Charleston,1000 Virginia St E,Charleston,WV,25301,Kanawha County,38.347929,-81.634358,"Charleston, WV",,,,,,,,
West Virginia Junior College-Morgantown,148 Willey St,Morgantown,WV,26505,Monongalia County,39.63264,-79.954803,"Morgantown, WV",,,,,,,,
International Beauty School 4,201 West King Street,Martinsburg,WV,25401,Berkeley County,39.454573,-77.964891,"Hagerstown-Martinsburg, MD-WV",,,,,,,,
West Virginia Northern Community College,1704 Market St.,Wheeling,WV,26003-3699,Ohio County,40.063736,-80.721548,"Wheeling, WV-OH",,,,,,,,
West Virginia University,"Stewart Hall, 1500 University Avenue",Morgantown,WV,26506-6201,Monongalia County,39.63468,-79.953926,"Morgantown, WV",,,,,,,,
Wheeling Jesuit University,316 Washington Ave,Wheeling,WV,26003,Ohio County,40.070873,-80.690804,"Wheeling, WV-OH",,,,,,,,
Wood County School of Practical Nursing,300 Campus Drive,Parkersburg,WV,26104,Wood County,39.21676,-81.50573,"Parkersburg-Vienna, WV",,,,,,,,
Advanced Institute of Hair Design-Glendale,5780 N. Port Washington Rd.,Glendale,WI,53217,Milwaukee County,43.12092,-87.916376,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
VICI Aveda Institute,4111 S. 108th Street,Greenfield,WI,53228,Milwaukee County,42.969138,-88.047841,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Alverno College,3400 S 43rd  St,Milwaukee,WI,53234-3922,Milwaukee County,42.983518,-87.965498,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Madison Area Technical College,1701 Wright St,Madison,WI,53704-2599,Dane County,43.12078,-89.328311,"Madison, WI",,,,,,,,
Bellin College,3201 Eaton Road,Green Bay,WI,54311,Brown County,44.468277,-87.921722,"Green Bay, WI",,,,,,,,
Beloit College,700 College St,Beloit,WI,53511-5595,Rock County,42.50363,-89.03147,"Janesville-Beloit, WI",,,,,,,,
Blackhawk Technical College,6004 County Road G,Janesville,WI,53546-6458,Rock County,42.593217,-89.016161,"Janesville-Beloit, WI",,,,,,,,
Cardinal Stritch University,6801 N Yates Rd,Milwaukee,WI,53217-3985,Milwaukee County,43.139752,-87.909045,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Carroll University,100 N East Ave,Waukesha,WI,53186,Waukesha County,43.004647,-88.227962,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Carthage College,2001 Alford Park Dr,Kenosha,WI,53140-1994,Kenosha County,42.622893,-87.820706,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Columbia College of Nursing,4425 N Port Washington Rd,Glendale,WI,53212,Milwaukee County,43.09824,-87.917831,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Concordia University-Wisconsin,12800 N Lake Shore Dr,Mequon,WI,53097-2402,Ozaukee County,43.254217,-87.916628,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Edgewood College,1000 Edgewood College Drive,Madison,WI,53711-1997,Dane County,43.058727,-89.422122,"Madison, WI",,,,,,,,
Fox Valley Technical College,1825 N Bluemound Dr,Appleton,WI,54912-2277,Outagamie County,44.283174,-88.45893,"Appleton, WI",,,,,,,,
Gateway Technical College,3520 30th Ave,Kenosha,WI,53144-1690,Kenosha County,42.605677,-87.846695,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Gill-Tech Academy of Hair Design,230 S. McCarthy Rd,Appleton,WI,54914-8613,Outagamie County,44.268381,-88.487234,"Appleton, WI",,,,,,,,
The Salon Professional Academy-Eau Claire,3408 Mall Drive,Eau Claire,WI,54701-7633,Eau Claire County,44.783374,-91.461714,"Eau Claire, WI",,,,,,,,
ITT Technical Institute-Greenfield,6300 W Layton Ave,Greenfield,WI,53220-4612,Milwaukee County,42.960006,-87.993353,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Lakeland College,"W3718 South Drive, Cth M",Plymouth,WI,53073,Sheboygan County,43.841863,-87.884956,"Sheboygan, WI",,,,,,,,
Lakeshore Technical College,1290 North Avenue,Cleveland,WI,53015-1414,Manitowoc County,43.924774,-87.75454,"Manitowoc, WI",,,,,,,,
Lawrence University,College Ave,Appleton,WI,54911,Outagamie County,44.261323,-88.397822,"Appleton, WI",,,,,,,,
Maranatha Baptist University,745 West Main Street,Watertown,WI,53094,Jefferson County,43.195709,-88.735055,"Watertown-Fort Atkinson, WI",,,,,,,,
Marian University,45 S National Ave,Fond Du Lac,WI,54935-4699,Fond du Lac County,43.777411,-88.420638,"Fond du Lac, WI",,,,,,,,
Marquette University,1250 W Wisconsin Avenue,Milwaukee,WI,53233,Milwaukee County,43.03903,-87.927961,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Empire Beauty School-Madison,6414 Odana Road,Madison,WI,53717-1111,Dane County,43.055346,-89.49087,"Madison, WI",,,,,,,,
Medical College of Wisconsin,8701 Watertown Plank Road,Milwaukee,WI,53226-0509,Milwaukee County,43.044108,-88.022698,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Mid-State Technical College,500 32nd St N,Wisconsin Rapids,WI,54494,Wood County,44.391219,-89.783449,"Wisconsin Rapids-Marshfield, WI",,,,,,,,
Milwaukee Area Technical College,700 W State St,Milwaukee,WI,53233-1443,Milwaukee County,43.04359,-87.920818,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Milwaukee Institute of Art & Design,273 E Erie St,Milwaukee,WI,53202-6003,Milwaukee County,43.030917,-87.907925,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Milwaukee School of Engineering,1025 N Broadway,Milwaukee,WI,53202-3109,Milwaukee County,43.045364,-87.907691,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Moraine Park Technical College,235 N National Avenue,Fond du Lac,WI,54936-1940,Fond du Lac County,43.785224,-88.417656,"Fond du Lac, WI",,,,,,,,
Mount Mary University,2900 N. Menomonee River Pky,Milwaukee,WI,53222-4597,Milwaukee County,43.072303,-88.030594,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Nashotah House,2777 Mission Rd,Nashotah,WI,53058-9793,Waukesha County,43.093621,-88.414635,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Nicolet Area Technical College,5364 College Drive,Rhinelander,WI,54501-0518,Oneida County,45.609583,-89.425123,N,,,,,,,,
Northcentral Technical College,1000 Campus Dr,Wausau,WI,54401-1899,Marathon County,44.984837,-89.648419,"Wausau, WI",,,,,,,,
Northeast Wisconsin Technical College,2740 W Mason St,Green Bay,WI,54307-9042,Brown County,44.526342,-88.105976,"Green Bay, WI",,,,,,,,
Northland International University,W10085 Pike Plains Rd,Dunbar,WI,54119-9285,Marinette County,45.58114,-88.095933,"Marinette, WI-MI",,,,,,,,
Northland College,1411 Ellis Avenue,Ashland,WI,54806-3999,Ashland County,46.578983,-90.874991,N,,,,,,,,
Ripon College,300 West Seward Street,Ripon,WI,54971-0248,Fond du Lac County,43.842383,-88.8426,"Fond du Lac, WI",,,,,,,,
Sacred Heart School of Theology,7335 S Hwy 100,Franklin,WI,53132,Milwaukee County,42.910829,-88.04438,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Saint Norbert College,100 Grant St,De Pere,WI,54115-2099,Brown County,44.444651,-88.067301,"Green Bay, WI",,,,,,,,
Silver Lake College of the Holy Family,2406 S Alverno Rd,Manitowoc,WI,54220-9319,Manitowoc County,44.071038,-87.742961,"Manitowoc, WI",,,,,,,,
State College of Beauty Culture Inc,1930 Grand Avenue,Wausau,WI,54403,Marathon County,44.958536,-89.625182,"Wausau, WI",,,,,,,,
Southwest Wisconsin Technical College,1800 Bronson Blvd,Fennimore,WI,53809-9778,Grant County,42.976238,-90.637714,"Platteville, WI",,,,,,,,
Bryant & Stratton College-Milwaukee,310 W. Wisconsin Avenue Suite 500,Milwaukee,WI,53203-2608,Milwaukee County,43.039176,-87.915286,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
University of Wisconsin Colleges,780 Regent St,Madison,WI,53708-8680,Dane County,43.071583,-89.404531,"Madison, WI",,,,,,,,
Viterbo University,900 Viterbo Drive,La Crosse,WI,54601-8804,La Crosse County,43.802291,-91.244095,"La Crosse-Onalaska, WI-MN",,,,,,,,
Chippewa Valley Technical College,620 W Clairemont Ave,Eau Claire,WI,54701-6162,Eau Claire County,44.794867,-91.505675,"Eau Claire, WI",,,,,,,,
Waukesha County Technical College,800 Main Street,Pewaukee,WI,53072-4601,Waukesha County,43.070112,-88.258805,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Western Technical College,400 Seventh St. North,La Crosse,WI,54601,La Crosse County,43.815147,-91.246249,"La Crosse-Onalaska, WI-MN",,,,,,,,
University of Wisconsin-Whitewater,800 W Main St,Whitewater,WI,53190-1790,Walworth County,42.835563,-88.742368,"Whitewater-Elkhorn, WI",,,,,,,,
Wisconsin Indianhead Technical College,505 Pine Ridge Drive,Shell Lake,WI,54871-8727,Washburn County,45.747831,-91.916484,N,,,,,,,,
Wisconsin School of Professional Psychology,9120 W Hampton Ave,Milwaukee,WI,53225-4960,Milwaukee County,43.105054,-88.026735,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
Paul Mitchell the School-Green Bay,3450 S. Packerland Dr.,De Pere,WI,54115,Brown County,44.468073,-88.115101,"Green Bay, WI",,,,,,,,
University of Wisconsin-Eau Claire,105 Garfield Avenue,Eau Claire,WI,54702-4004,Eau Claire County,44.798431,-91.500432,"Eau Claire, WI",,,,,,,,
University of Wisconsin-Green Bay,2420 Nicolet Dr,Green Bay,WI,54311-7001,Brown County,44.531102,-87.920499,"Green Bay, WI",,,,,,,,
University of Wisconsin-La Crosse,1725 State St,La Crosse,WI,54601-9959,La Crosse County,43.815295,-91.230149,"La Crosse-Onalaska, WI-MN",,,,,,,,
Wisconsin Lutheran College,8800 W Bluemound Rd,Milwaukee,WI,53226-4699,Milwaukee County,43.036943,-88.022718,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
University of Wisconsin-Oshkosh,800 Algoma Blvd,Oshkosh,WI,54901,Winnebago County,44.024985,-88.549282,"Oshkosh-Neenah, WI",,,,,,,,
University of Wisconsin-Parkside,900 Wood Rd,Kenosha,WI,53141-2000,Kenosha County,42.646074,-87.855407,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Herzing University-Madison,5218 E. Terrace Dr.,Madison,WI,53718,Dane County,43.143622,-89.291617,"Madison, WI",,,,,,,,
University of Wisconsin-Stout,712 S. Broadway St.,Menomonie,WI,54751,Dunn County,44.88861,-91.929461,"Menomonie, WI",,,,,,,,
University of Wisconsin-Superior,Belknap & Catlin,Superior,WI,54880-4500,Douglas County,46.717548,-92.089039,"Duluth, MN-WI",,,,,,,,
University of Wisconsin-System Administration,1220 Linden Dr,Madison,WI,53706,Dane County,43.075103,-89.406709,"Madison, WI",,,,,,,,
University of Wisconsin-Madison,500 Lincoln Dr,Madison,WI,53706-1380,Dane County,43.073858,-89.405356,"Madison, WI",,,,,,,,
University of Wisconsin-Milwaukee,2200 E Kenwood Blvd,Milwaukee,WI,53201-0413,Milwaukee County,43.076848,-87.880488,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
University of Wisconsin-Platteville,1 University Plaza,Platteville,WI,53818-3001,Grant County,42.733936,-90.492709,"Platteville, WI",,,,,,,,
University of Wisconsin-River Falls,410 S 3rd St,River Falls,WI,54022-5001,Pierce County,44.852647,-92.625316,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
University of Wisconsin-Stevens Point,2100 Main St,Stevens Point,WI,54481-3897,Portage County,44.529582,-89.570934,"Stevens Point, WI",,,,,,,,
Casper College,125 College Dr,Casper,WY,82601-4699,Natrona County,42.830517,-106.327007,"Casper, WY",,,,,,,,
Central Wyoming College,2660 Peck Avenue,Riverton,WY,82501,Fremont County,43.030492,-108.42701,"Riverton, WY",,,,,,,,
Eastern Wyoming College,3200 West C St,Torrington,WY,82240-1699,Goshen County,42.079354,-104.190823,N,,,,,,,,
Laramie County Community College,1400 E College Dr,Cheyenne,WY,82007-3299,Laramie County,41.103874,-104.780973,"Cheyenne, WY",,,,,,,,
Northwest College,231 W 6th St,Powell,WY,82435,Park County,44.760176,-108.761728,N,,,,,,,,
Sheridan College,3059 S Coffeen Ave,Sheridan,WY,82801,Sheridan County,44.764467,-106.942374,"Sheridan, WY",,,,,,,,
Western Wyoming Community College,2500 College Dr,Rock Springs,WY,82902-0428,Sweetwater County,41.590964,-109.237126,"Rock Springs, WY",,,,,,,,
Cheeks International Academy of Beauty Culture-Cheyenne,207 W 18 St,Cheyenne,WY,82001-4413,Laramie County,41.13418,-104.816671,"Cheyenne, WY",,,,,,,,
Wyotech-Laramie,4373 N 3rd,Laramie,WY,82072-9519,Albany County,41.339618,-105.590547,"Laramie, WY",,,,,,,,
University of Wyoming,Corner of Ninth and Ivinson,Laramie,WY,82071,Albany County,41.311943,-105.57204,"Laramie, WY",,,,,,,,
American Samoa Community College,PO Box 2609,Pago Pago,AS,96799-2609,Western District,-14.322587,-170.742728,N,,,,,,,,
Guam Community College,1 Sesame Street,Mangilao,GU,96913,Guam,13.440649,144.808944,N,,,,,,,,
University of Guam,"303 University Drive, UOG Station",Mangilao,GU,96923,Guam,13.432726,144.802837,N,,,,,,,,
Northern Marianas College,As Terlaje Campus,Saipan,MP,96950-1250,Saipan Municipality,15.152247,145.721733,N,,,,,,,,
Institute of Beauty Careers,199 Llorens Torres Ave Corner To Coll y Toste St,Arecibo,PR,00613,Arecibo Municipio,18.468611,-66.720979,"Arecibo, PR",,,,,,,,
Educational Technical College-Recinto de Bayamon,1685 CARR #2 KL 11.2,Bayamon,PR,00959,Bayam�n Municipio,18.395254,-66.159092,"San Juan-Carolina-Caguas, PR",,,,,,,,
American University of Puerto Rico,"Carr. #2, Km.14.4, Bo. Hato Tejas",Bayamon,PR,00960-2037,Bayam�n Municipio,18.406139,-66.18678,"San Juan-Carolina-Caguas, PR",,,,,,,,
American University of Puerto Rico,Carretera Estatal #2 Km.48.1,Manati,PR,00674-1082,Manat� Municipio,18.434072,-66.478655,"San Juan-Carolina-Caguas, PR",,,,,,,,
American Educational College,45 Santa Cruz Street,Bayamon,PR,00961,Bayam�n Municipio,18.396942,-66.146866,"San Juan-Carolina-Caguas, PR",,,,,,,,
